__typename,id,leaderboardSortOrder,player_id,player_firstName,player_lastName,player_amateur,player_displayName,player_abbreviations,player_abbreviationsAccessibilityText,player_country,player_countryFlag,player_shortName,player_lineColor,player_tourBound,scoringData_position,scoringData_total,scoringData_totalSort,scoringData_thru,scoringData_thruSort,scoringData_score,scoringData_scoreSort,scoringData_courseId,scoringData_groupNumber,scoringData_currentRound,scoringData_oddsToWin,scoringData_oddsSwing,scoringData_oddsOptionId,scoringData_oddsSort,scoringData_backNine,scoringData_roundHeader,scoringData_rounds_0,scoringData_rounds_1,scoringData_rounds_2,scoringData_rounds_3,scoringData_movementDirection,scoringData_movementAmount,scoringData_playerState,scoringData_rankingMovement,scoringData_rankingMovementAmount,scoringData_rankingMovementAmountSort,scoringData_totalStrokes,scoringData_official,scoringData_officialSort,scoringData_projected,scoringData_projectedSort,scoringData_hasStoryContent,scoringData_storyContentRound,scoringData_storyContentRounds_0,scoringData_roundStatus
PlayerRowV3,52666,67,52666,Sami,Valimaki,False,Sami Valimaki,,,FIN,FIN,S. Valimaki,#0084FF,False,T55,-1,-1,,0,,10000,1715975400000,671,50,2,+100000,DOWN,0dcbbfd0-8ef9-4070-8e28-a82693d39d93,0.001,True,R2,70,-,-,-,DOWN,-8,ACTIVE,CONSTANT,-,0,70,80,80,80,80,True,
PlayerRowV3,36699,68,36699,Patrick,Rodgers,False,Patrick Rodgers,,,USA,USA,P. Rodgers,#0084FF,False,T55,-1,-1,,0,,10000,1715976060000,671,51,2,+50000,DOWN,d505cf6f-2013-4123-9aeb-de770d01a052,0.002,True,R2,70,-,-,-,DOWN,-8,BETWEEN_ROUNDS,DOWN,-3,-3,70,43,43,46,46,True,
PlayerRowV3,50474,69,50474,Tim,Widing,False,Tim Widing,,,SWE,SWE,T. Widing,#0084FF,False,T55,-1,-1,,0,,10000,1715977020000,671,39,2,+100000,DOWN,00af24a7-cd9b-4fc5-803f-ba27ae7051e3,0.001,False,R2,70,-,-,-,DOWN,-8,BETWEEN_ROUNDS,CONSTANT,-,-9999,70,-,9999,-,9999,True,
PlayerRowV3,34575,70,34575,Adrian,Otaegui,False,Adrian Otaegui,,,ESP,ESP,A. Otaegui,#0084FF,False,T55,-1,-1,,0,,10000,1715977020000,671,39,2,+100000,DOWN,f6852c45-11d0-4cae-a1de-78ae9eee74b8,0.001,False,R2,70,-,-,-,DOWN,-8,BETWEEN_ROUNDS,CONSTANT,-,-9999,70,-,9999,-,9999,True,
InformationRow,71,R2024033-projected-cut,Projected cut line -1
PlayerRowV3,28593,72,28593,Jesse,Mueller,False,Jesse Mueller,,,USA,USA,J. Mueller,#0084FF,False,T72,E,0,F,19,+1,1,671,3,2,False,R2,70,72,-,-,DOWN,-25,COMPLETE,CONSTANT,-,-9999,142,-,9999,-,9999,True,R2 Completed
PlayerRowV3,40098,73,40098,Matt,Fitzpatrick,False,Matt Fitzpatrick,,,ENG,ENG,M. Fitzpatrick,#0084FF,False,T72,E,0,F*,19,+2,2,671,20,2,+100000,DOWN,7182b13b-be43-4bbd-913a-f59199e5a67a,0.001,True,R2,69,73,-,-,DOWN,-40,COMPLETE,DOWN,-5,-5,142,38,38,43,43,True,1,1,R2 Completed
PlayerRowV3,46970,74,46970,Jon,Rahm,False,Jon Rahm,,,ESP,ESP,J. Rahm,#0084FF,False,T72,E,0,F*,19,+1,1,671,21,2,+75000,DOWN,073bdf55-598d-4979-b9bc-b8b2a67e496b,0.0013,True,R2,70,72,-,-,DOWN,-25,COMPLETE,CONSTANT,-,-9999,142,-,9999,-,9999,True,1,1,R2 Completed
PlayerRowV3,45522,75,45522,Christiaan,Bezuidenhout,False,Christiaan Bezuidenhout,,,RSA,RSA,C. Bezuidenhout,#0084FF,False,T72,E,0,F,19,-3,-3,671,9,2,False,R2,74,68,-,-,UP,54,COMPLETE,DOWN,-3,-3,142,28,28,31,31,True,R2 Completed
PlayerRowV3,39546,76,39546,Keith,Mitchell,False,Keith Mitchell,,,USA,USA,K. Mitchell,#0084FF,False,T72,E,0,F,19,E,0,671,10,2,False,R2,71,71,-,-,DOWN,-7,COMPLETE,DOWN,-3,-3,142,68,68,71,71,True,R2 Completed
PlayerRowV3,63181,77,63181,Braden,Shattuck,False,Braden Shattuck,,,USA,USA,B. Shattuck,#0084FF,False,T72,E,0,15*,15,E,0,671,26,2,+100000,UP,d73a4324-45a6-4509-9b77-f8a170147505,0.001,True,R2,71,-,-,-,DOWN,-7,ACTIVE,CONSTANT,-,-9999,71,-,9999,-,9999,True,
PlayerRowV3,22405,78,22405,Justin,Rose,False,Justin Rose,,,ENG,ENG,J. Rose,#0084FF,False,T72,E,0,3,3,+1,1,671,32,2,+50000,DOWN,ef8831a2-bea4-4b32-97f7-a5d0916dac6b,0.002,False,R2,70,-,-,-,DOWN,-25,ACTIVE,CONSTANT,-,0,70,108,108,108,108,True,
PlayerRowV3,54628,79,54628,Lee,Hodges,False,Lee Hodges,,,USA,USA,L. Hodges,#0084FF,False,T72,E,0,2*,2,E,0,671,47,2,+75000,DOWN,8b31d7d2-c7dd-4115-8f78-a186e6dfd504,0.0013,True,R2,71,-,-,-,DOWN,-7,ACTIVE,DOWN,-3,-3,71,78,78,81,81,True,
PlayerRowV3,34363,80,34363,Tyrrell,Hatton,False,Tyrrell Hatton,,,ENG,ENG,T. Hatton,#0084FF,False,T72,E,0,,0,,10000,1715974380000,671,35,2,+40000,DOWN,5002fda1-75a9-4cc9-b983-d87ebf79f585,0.0025,False,R2,71,-,-,-,DOWN,-7,ACTIVE,CONSTANT,-,0,71,77,77,-,9999,True,1,1,
PlayerRowV3,49960,81,49960,Sepp,Straka,False,Sepp Straka,,,AUT,AUT,S. Straka,#0084FF,False,T72,E,0,,0,,10000,1715975700000,671,37,2,+50000,DOWN,f99fa88a-3b19-40af-86d6-d9130191cfd9,0.002,False,R2,71,-,-,-,DOWN,-7,ACTIVE,DOWN,-5,-5,71,22,22,27,27,True,
PlayerRowV3,12716,82,12716,Charley,Hoffman,False,Charley Hoffman,,,USA,USA,C. Hoffman,#0084FF,False,T82,+1,1,F,19,+1,1,671,3,2,False,R2,71,72,-,-,DOWN,-17,COMPLETE,DOWN,-4,-4,143,65,65,69,69,True,R2 Completed
PlayerRowV3,25686,83,25686,Jason,Dufner,False,Jason Dufner,,,USA,USA,J. Dufner,#0084FF,False,T82,+1,1,F,19,+4,4,671,6,2,False,R2,68,75,-,-,DOWN,-64,COMPLETE,CONSTANT,-,-9999,143,-,9999,-,9999,True,1,1,R2 Completed
PlayerRowV3,29908,84,29908,C.T.,Pan,False,C.T. Pan,,,TPE,TPE,C.T. Pan,#0084FF,False,T82,+1,1,15*,15,-1,-1,671,26,2,True,R2,73,-,-,-,UP,26,ACTIVE,CONSTANT,-,0,73,111,111,111,111,True,
PlayerRowV3,23983,85,23983,Luke,Donald,False,Luke Donald,,,ENG,ENG,L. Donald,#0084FF,False,T82,+1,1,6*,6,+2,2,671,40,2,+100000,CONSTANT,65d60b38-18ca-431d-86df-3c7cb614c202,0.001,True,R2,70,-,-,-,DOWN,-35,ACTIVE,CONSTANT,-,-9999,70,-,9999,-,9999,True,
PlayerRowV3,29936,86,29936,Ryan,Fox,False,Ryan Fox,,,NZL,NZL,R. Fox,#0084FF,False,T82,+1,1,5*,5,E,0,671,42,2,+75000,DOWN,d43173d5-ae29-4dd8-9f1e-b879d9d39885,0.0013,True,R2,72,-,-,-,UP,3,ACTIVE,UP,+1,1,72,120,120,119,119,True,
PlayerRowV3,40250,87,40250,Taylor,Pendrith,False,Taylor Pendrith,,,CAN,CAN,T. Pendrith,#0084FF,False,T82,+1,1,4*,4,E,0,671,44,2,+100000,DOWN,906bc4e6-7b59-4612-9d95-ee4fca2dadd9,0.001,True,R2,72,-,-,-,UP,3,ACTIVE,DOWN,-4,-4,72,30,30,34,34,True,
PlayerRowV3,34310,88,34310,Alexander,Björk,False,Alexander Björk,,,SWE,SWE,A. Björk,#0084FF,False,T82,+1,1,3*,3,+1,1,671,45,2,+100000,DOWN,b45aa4a7-42eb-42f4-8b97-855238998912,0.001,True,R2,71,-,-,-,DOWN,-17,ACTIVE,DOWN,-1,-1,71,149,149,150,150,True,
PlayerRowV3,34466,89,34466,Peter,Malnati,False,Peter Malnati,,,USA,USA,P. Malnati,#0084FF,False,T82,+1,1,,0,,10000,1715974080000,671,48,2,+150000,DOWN,2ea8cd2a-02c9-4c47-91f8-2d94515a8a4d,0.0007,True,R2,72,-,-,-,UP,3,ACTIVE,DOWN,-5,-5,72,39,39,44,44,True,
PlayerRowV3,30911,90,30911,Tommy,Fleetwood,False,Tommy Fleetwood,,,ENG,ENG,T. Fleetwood,#0084FF,False,T82,+1,1,,0,,10000,1715975040000,671,36,2,+50000,DOWN,10c3e819-b4f5-4d8a-8d77-f4a2eae7a1cf,0.002,False,R2,72,-,-,-,UP,3,ACTIVE,DOWN,-5,-5,72,37,37,42,42,True,
PlayerRowV3,25493,91,25493,Nick,Taylor,False,Nick Taylor,,,CAN,CAN,N. Taylor,#0084FF,False,T82,+1,1,,0,,10000,1715975700000,671,37,2,+100000,DOWN,d01261db-51ac-42cd-80cb-240a01132572,0.001,False,R2,72,-,-,-,UP,3,ACTIVE,DOWN,-3,-3,72,29,29,32,32,True,1,1,
PlayerRowV3,58381,92,58381,Kyle,Mendoza,False,Kyle Mendoza,,,USA,USA,K. Mendoza,#0084FF,False,T82,+1,1,,0,,10000,1715976720000,671,52,2,+200000,CONSTANT,27db4d95-229b-4fa1-ad5d-ad093bc2b984,0.0005,True,R2,72,-,-,-,UP,3,BETWEEN_ROUNDS,CONSTANT,-,-9999,72,-,9999,-,9999,True,
PlayerRowV3,40006,93,40006,Erik,van Rooyen,False,Erik van Rooyen,,,RSA,RSA,E. van Rooyen,#0084FF,False,T82,+1,1,,0,,10000,1715976720000,671,52,2,+75000,DOWN,b961be14-061a-4672-96fd-9e1693181979,0.0013,True,R2,72,-,-,-,UP,3,BETWEEN_ROUNDS,DOWN,-3,-3,72,44,44,47,47,True,
PlayerRowV3,47420,94,47420,Jake,Knapp,False,Jake Knapp,,,USA,USA,J. Knapp,#0084FF,False,T94,+2,2,F,19,-2,-2,671,6,2,False,R2,75,69,-,-,UP,43,COMPLETE,DOWN,-3,-3,144,26,26,29,29,True,1,1,R2 Completed
PlayerRowV3,35506,95,35506,Mackenzie,Hughes,False,Mackenzie Hughes,,,CAN,CAN,M. Hughes,#0084FF,False,T94,+2,2,F,19,-1,-1,671,8,2,False,R2,74,70,-,-,UP,32,COMPLETE,DOWN,-5,-5,144,40,40,45,45,True,R2 Completed
PlayerRowV3,35461,96,35461,Beau,Hossler,False,Beau Hossler,,,USA,USA,B. Hossler,#0084FF,False,T94,+2,2,F,19,+1,1,671,9,2,False,R2,72,72,-,-,DOWN,-9,COMPLETE,DOWN,-4,-4,144,70,70,74,74,True,R2 Completed
PlayerRowV3,31646,97,31646,Emiliano,Grillo,False,Emiliano Grillo,,,ARG,ARG,E. Grillo,#0084FF,False,T94,+2,2,17,17,+2,2,671,12,2,False,R2,71,-,-,-,DOWN,-29,ACTIVE,DOWN,-1,-1,71,55,55,56,56,True,
PlayerRowV3,51070,98,51070,Vincent,Norrman,False,Vincent Norrman,,,SWE,SWE,V. Norrman,#0084FF,False,T94,+2,2,16,16,+1,1,671,13,2,False,R2,72,-,-,-,DOWN,-9,ACTIVE,UP,+1,1,72,187,187,186,186,True,
PlayerRowV3,34213,99,34213,Grayson,Murray,False,Grayson Murray,,,USA,USA,G. Murray,#0084FF,False,T94,+2,2,5,5,+1,1,671,28,2,False,R2,72,-,-,-,DOWN,-9,ACTIVE,DOWN,-5,-5,72,35,35,40,40,True,
PlayerRowV3,52955,100,52955,Ludvig,Åberg,False,Ludvig Åberg,,,SWE,SWE,L. Åberg,#0084FF,False,T94,+2,2,4,4,+1,1,671,30,2,+30000,DOWN,5a20ba31-1f0b-4bf0-aad0-65ea6b2dcf06,0.0033,False,R2,72,-,-,-,DOWN,-9,ACTIVE,DOWN,-1,-1,https://res.cloudinary.com/pgatour-prod/temp/standings/profile/Comcast-Light.png,https://res.cloudinary.com/pgatour-prod/temp/standings/profile/Comcast-Light.png,72,7,7,8,8,True,1,1,
PlayerRowV3,24502,101,24502,Adam,Scott,False,Adam Scott,,,AUS,AUS,A. Scott,#0084FF,False,T94,+2,2,3,3,+1,1,671,31,2,+75000,DOWN,2e91d940-2670-4f1b-8d6a-572c9d80eaac,0.0013,False,R2,72,-,-,-,DOWN,-9,ACTIVE,DOWN,-4,-4,72,61,61,65,65,True,1,1,
PlayerRowV3,47591,102,47591,Eric,Cole,False,Eric Cole,,,USA,USA,E. Cole,#0084FF,False,T94,+2,2,3*,3,+2,2,671,45,2,+75000,DOWN,597978fd-705d-4f09-865d-b4370746b836,0.0013,True,R2,71,-,-,-,DOWN,-29,ACTIVE,DOWN,-5,-5,71,48,48,53,53,True,
PlayerRowV3,30925,103,30925,Dustin,Johnson,False,Dustin Johnson,,,USA,USA,D. Johnson,#0084FF,False,T94,+2,2,2,2,E,0,671,32,2,+75000,DOWN,4591894a-ce3b-4f88-98fe-4100ff0f91d7,0.0013,False,R2,73,-,-,-,UP,14,ACTIVE,CONSTANT,-,-9999,73,-,9999,-,9999,True,
PlayerRowV3,47567,104,47567,Ben,Polland,False,Ben Polland,,,USA,USA,B. Polland,#0084FF,False,T94,+2,2,,0,,10000,1715974740000,671,49,2,True,R2,73,-,-,-,UP,14,ACTIVE,CONSTANT,-,-9999,73,-,9999,-,9999,True,
PlayerRowV3,40058,105,40058,Zac,Blair,False,Zac Blair,,,USA,USA,Z. Blair,#0084FF,False,T94,+2,2,,0,,10000,1715974740000,671,49,2,True,R2,73,-,-,-,UP,14,ACTIVE,UP,+1,1,73,145,145,144,144,True,
PlayerRowV3,56630,106,56630,Akshay,Bhatia,False,Akshay Bhatia,,,USA,USA,A. Bhatia,#0084FF,False,T94,+2,2,,0,,10000,1715975040000,671,36,2,+100000,DOWN,7a1e7229-e427-4638-aecb-0ca811037bb3,0.001,False,R2,73,-,-,-,UP,14,ACTIVE,DOWN,-5,-5,73,21,21,26,26,True,
PlayerRowV3,58391,107,58391,Jared,Jones,False,Jared Jones,,,USA,USA,J. Jones,#0084FF,False,T94,+2,2,,0,,10000,1715976060000,671,51,2,True,R2,73,-,-,-,UP,14,BETWEEN_ROUNDS,CONSTANT,-,-9999,73,-,9999,-,9999,True,
PlayerRowV3,54591,108,54591,Ben,Griffin,False,Ben Griffin,,,USA,USA,B. Griffin,#0084FF,False,T94,+2,2,,0,,10000,1715976360000,671,38,2,False,R2,73,-,-,-,UP,14,BETWEEN_ROUNDS,DOWN,-3,-3,73,79,79,82,82,True,
PlayerRowV3,57944,109,57944,Andy,Ogletree,False,Andy Ogletree,,,USA,USA,A. Ogletree,#0084FF,False,T94,+2,2,,0,,10000,1715976720000,671,52,2,True,R2,73,-,-,-,UP,14,BETWEEN_ROUNDS,CONSTANT,-,-9999,73,-,9999,-,9999,True,
PlayerRowV3,61193,110,61193,David,Puig,False,David Puig,,,ESP,ESP,D. Puig,#0084FF,False,T110,+3,3,F*,19,+2,2,671,14,2,True,R2,72,73,-,-,DOWN,-25,COMPLETE,CONSTANT,-,-9999,145,-,9999,-,9999,True,R2 Completed
PlayerRowV3,39971,111,39971,Sungjae,Im,False,Sungjae Im,,,KOR,KOR,S. Im,#0084FF,False,T110,+3,3,F,19,+1,1,671,9,2,False,R2,73,72,-,-,DOWN,-2,COMPLETE,DOWN,-3,-3,145,27,27,30,30,True,R2 Completed
PlayerRowV3,47504,112,47504,Sam,Burns,False,Sam Burns,,,USA,USA,S. Burns,#0084FF,False,T110,+3,3,17*,17,+2,2,671,24,2,True,R2,72,-,-,-,DOWN,-25,ACTIVE,DOWN,-5,-5,72,34,34,39,39,True,
PlayerRowV3,59570,113,59570,Tyler,Collet,False,Tyler Collet,,,USA,USA,T. Collet,#0084FF,False,T110,+3,3,6,6,+1,1,671,27,2,False,R2,73,-,-,-,DOWN,-2,ACTIVE,CONSTANT,-,-9999,73,-,9999,-,9999,True,
PlayerRowV3,33674,114,33674,Adrian,Meronk,False,Adrian Meronk,,,POL,POL,A. Meronk,#0084FF,False,T110,+3,3,6,6,E,0,671,27,2,False,R2,74,-,-,-,UP,16,ACTIVE,CONSTANT,-,-9999,74,-,9999,-,9999,True,
PlayerRowV3,46340,115,46340,Alex,Smalley,False,Alex Smalley,,,USA,USA,A. Smalley,#0084FF,False,T110,+3,3,6*,6,E,0,671,41,2,True,R2,74,-,-,-,UP,16,ACTIVE,UP,+1,1,74,122,122,121,121,True,
PlayerRowV3,50717,116,50717,Josh,Speight,False,Josh Speight,,,USA,USA,J. Speight,#0084FF,False,T110,+3,3,5*,5,E,0,671,42,2,True,R2,74,-,-,-,UP,16,ACTIVE,CONSTANT,-,-9999,74,-,9999,-,9999,True,
PlayerRowV3,59866,117,59866,Nick,Dunlap,False,Nick Dunlap,,,USA,USA,N. Dunlap,#0084FF,False,T110,+3,3,2*,2,E,0,671,46,2,True,R2,74,-,-,-,UP,16,ACTIVE,UP,+1,1,74,118,118,117,117,True,
PlayerRowV3,32791,118,32791,K.H.,Lee,False,K.H. Lee,,,KOR,KOR,K. Lee,#0084FF,False,T110,+3,3,,0,,10000,1715975400000,671,50,2,True,R2,74,-,-,-,UP,16,ACTIVE,DOWN,-2,-2,74,87,87,89,89,True,
PlayerRowV3,29425,119,29425,Andrew,Svoboda,False,Andrew Svoboda,,,USA,USA,A. Svoboda,#0084FF,False,T110,+3,3,,0,,10000,1715976360000,671,38,2,False,R2,74,-,-,-,UP,16,BETWEEN_ROUNDS,CONSTANT,-,-9999,74,-,9999,-,9999,True,
PlayerRowV3,47993,120,47993,Denny,McCarthy,False,Denny McCarthy,,,USA,USA,D. McCarthy,#0084FF,False,T120,+4,4,F*,19,+2,2,671,15,2,True,R2,73,73,-,-,DOWN,-12,COMPLETE,DOWN,-4,-4,146,32,32,36,36,True,R2 Completed
PlayerRowV3,49228,121,49228,Keita,Nakajima,False,Keita Nakajima,,,JPN,JPN,K. Nakajima,#0084FF,False,T120,+4,4,F*,19,+4,4,671,15,2,True,R2,71,75,-,-,DOWN,-55,COMPLETE,CONSTANT,-,-9999,146,-,9999,-,9999,True,R2 Completed
PlayerRowV3,25198,122,25198,Francesco,Molinari,False,Francesco Molinari,,,ITA,ITA,F. Molinari,#0084FF,False,T120,+4,4,F,19,+4,4,671,6,2,False,R2,71,75,-,-,DOWN,-55,COMPLETE,UP,+1,1,146,207,207,206,206,True,1,1,R2 Completed
PlayerRowV3,01810,123,01810,Phil,Mickelson,False,Phil Mickelson,,,USA,USA,P. Mickelson,#0084FF,False,T120,+4,4,F*,19,+1,1,671,20,2,True,R2,74,72,-,-,UP,6,COMPLETE,CONSTANT,-,-9999,146,-,9999,-,9999,True,1,1,R2 Completed
PlayerRowV3,27129,124,27129,Luke,List,False,Luke List,,,USA,USA,L. List,#0084FF,False,T120,+4,4,F,19,+6,6,671,8,2,False,R2,69,77,-,-,DOWN,-88,COMPLETE,DOWN,-2,-2,146,52,52,54,54,True,R2 Completed
PlayerRowV3,51766,125,51766,Wyndham,Clark,False,Wyndham Clark,,,USA,USA,W. Clark,#0084FF,False,T120,+4,4,F*,19,+4,4,671,22,2,True,R2,71,75,-,-,DOWN,-55,COMPLETE,CONSTANT,-,0,https://res.cloudinary.com/pgatour-prod/temp/standings/profile/Comcast-Light.png,https://res.cloudinary.com/pgatour-prod/temp/standings/profile/Comcast-Light.png,146,3,3,3,3,True,1,1,R2 Completed
PlayerRowV3,51735,126,51735,Evan,Bowser,False,Evan Bowser,,,USA,USA,E. Bowser,#0084FF,False,T120,+4,4,17,17,+3,3,671,12,2,False,R2,72,-,-,-,DOWN,-35,ACTIVE,CONSTANT,-,-9999,72,-,9999,-,9999,True,
PlayerRowV3,59095,127,59095,Chris,Gotterup,False,Chris Gotterup,,,USA,USA,C. Gotterup,#0084FF,False,T120,+4,4,17,17,+1,1,671,13,2,False,R2,74,-,-,-,UP,6,ACTIVE,DOWN,-4,-4,74,69,69,73,73,True,
PlayerRowV3,59629,128,59629,Ryan,van Velzen,False,Ryan van Velzen,,,RSA,RSA,R. van Velzen,#0084FF,False,T120,+4,4,,0,,10000,1715974740000,671,49,2,True,R2,75,-,-,-,UP,17,ACTIVE,CONSTANT,-,-9999,75,-,9999,-,9999,True,
PlayerRowV3,47917,129,47917,Takumi,Kanaya,False,Takumi Kanaya,,,JPN,JPN,T. Kanaya,#0084FF,False,T120,+4,4,,0,,10000,1715975700000,671,37,2,False,R2,75,-,-,-,UP,17,ACTIVE,CONSTANT,-,-9999,75,-,9999,-,9999,True,
PlayerRowV3,51458,130,51458,Preston,Cole,False,Preston Cole,,,USA,USA,P. Cole,#0084FF,False,T120,+4,4,,0,,10000,1715977020000,671,39,2,False,R2,75,-,-,-,UP,17,BETWEEN_ROUNDS,CONSTANT,-,-9999,75,-,9999,-,9999,True,
PlayerRowV3,37455,131,37455,Si Woo,Kim,False,Si Woo Kim,,,KOR,KOR,S.W. Kim,#0084FF,False,T131,+5,5,F,19,+3,3,671,4,2,False,R2,73,74,-,-,DOWN,-23,COMPLETE,DOWN,-5,-5,147,23,23,28,28,True,R2 Completed
PlayerRowV3,24663,132,24663,Y.E.,Yang,False,Y.E. Yang,,,KOR,KOR,Y.E. Yang,#0084FF,False,T131,+5,5,F,19,+2,2,671,5,2,False,R2,74,73,-,-,DOWN,-5,COMPLETE,CONSTANT,-,-9999,147,-,9999,-,9999,True,R2 Completed
PlayerRowV3,49771,133,49771,J.T.,Poston,False,J.T. Poston,,,USA,USA,J.T. Poston,#0084FF,False,T131,+5,5,F,19,+4,4,671,5,2,False,R2,72,75,-,-,DOWN,-46,COMPLETE,DOWN,-6,-6,147,18,18,24,24,True,R2 Completed
PlayerRowV3,30926,134,30926,Chris,Kirk,False,Chris Kirk,,,USA,USA,C. Kirk,#0084FF,False,T131,+5,5,F*,19,+3,3,671,18,2,True,R2,73,74,-,-,DOWN,-23,COMPLETE,DOWN,-1,-1,https://res.cloudinary.com/pgatour-prod/temp/standings/profile/Comcast-Light.png,https://res.cloudinary.com/pgatour-prod/temp/standings/profile/Comcast-Light.png,147,9,9,10,10,True,R2 Completed
PlayerRowV3,50012,135,50012,Wyatt,Worthington II,False,Wyatt Worthington II,,,USA,USA,W. Worthington II,#0084FF,False,T131,+5,5,16,16,+4,4,671,13,2,False,R2,72,-,-,-,DOWN,-46,ACTIVE,CONSTANT,-,-9999,72,-,9999,-,9999,True,
PlayerRowV3,62848,136,62848,Zac,Oakley,False,Zac Oakley,,,USA,USA,Z. Oakley,#0084FF,False,T131,+5,5,4*,4,-1,-1,671,43,2,True,R2,77,-,-,-,UP,17,ACTIVE,CONSTANT,-,-9999,77,-,9999,-,9999,True,
PlayerRowV3,08793,137,08793,Tiger,Woods,False,Tiger Woods,,,USA,USA,T. Woods,#0084FF,False,T131,+5,5,3,3,+4,4,671,31,2,False,R2,72,-,-,-,DOWN,-46,ACTIVE,UP,+1,1,72,214,214,213,213,True,1,1,
PlayerRowV3,25632,138,25632,Jimmy,Walker,False,Jimmy Walker,,,USA,USA,J. Walker,#0084FF,False,T138,+6,6,F,19,+5,5,671,7,2,False,R2,72,76,-,-,DOWN,-53,COMPLETE,UP,+1,1,148,220,220,219,219,True,R2 Completed
PlayerRowV3,56297,139,56297,John,Somers,False,John Somers,,,USA,USA,J. Somers,#0084FF,False,T138,+6,6,F,19,+1,1,671,11,2,False,R2,76,72,-,-,UP,5,COMPLETE,CONSTANT,-,-9999,148,-,9999,-,9999,True,R2 Completed
PlayerRowV3,45157,140,45157,Cam,Davis,False,Cam Davis,,,AUS,AUS,C. Davis,#0084FF,False,T140,+7,7,F*,19,E,0,671,16,2,True,R2,78,71,-,-,UP,10,COMPLETE,DOWN,-5,-5,149,63,63,68,68,True,R2 Completed
PlayerRowV3,22764,141,22764,Michael,Block,False,Michael Block,,,USA,USA,M. Block,#0084FF,False,T140,+7,7,6*,6,+2,2,671,40,2,True,R2,76,-,-,-,UP,3,ACTIVE,CONSTANT,-,-9999,76,-,9999,-,9999,True,1,1,
PlayerRowV3,54621,142,54621,Kazuma,Kobori,False,Kazuma Kobori,,,NZL,NZL,K. Kobori,#0084FF,False,T142,+8,8,F,19,+6,6,671,1,2,False,R2,73,77,-,-,DOWN,-34,COMPLETE,CONSTANT,-,-9999,150,-,9999,-,9999,True,R2 Completed
PlayerRowV3,47679,143,47679,Victor,Perez,False,Victor Perez,,,FRA,FRA,V. Perez,#0084FF,False,T142,+8,8,,0,,10000,1715974080000,671,48,2,True,R2,79,-,-,-,UP,9,ACTIVE,UP,+1,1,79,114,114,113,113,True,
PlayerRowV3,59872,144,59872,Brad,Marek,False,Brad Marek,,,USA,USA,B. Marek,#0084FF,False,144,+9,9,16*,16,+7,7,671,25,2,True,R2,73,-,-,-,DOWN,-36,ACTIVE,CONSTANT,-,-9999,73,-,9999,-,9999,True,
PlayerRowV3,20766,145,20766,Padraig,Harrington,False,Padraig Harrington,,,IRL,IRL,P. Harrington,#0084FF,False,T145,+10,10,17*,17,+4,4,671,24,2,True,R2,77,-,-,-,UP,3,ACTIVE,UP,+1,1,77,216,216,215,215,True,
PlayerRowV3,06515,146,06515,Shaun,Micheel,False,Shaun Micheel,,,USA,USA,S. Micheel,#0084FF,False,T145,+10,10,6*,6,+5,5,671,40,2,True,R2,76,-,-,-,DOWN,-2,ACTIVE,CONSTANT,-,-9999,76,-,9999,-,9999,True,
PlayerRowV3,59869,147,59869,Larkin,Gross,False,Larkin Gross,,,USA,USA,L. Gross,#0084FF,False,T145,+10,10,5,5,+2,2,671,28,2,False,R2,79,-,-,-,UP,6,ACTIVE,CONSTANT,-,-9999,79,-,9999,-,9999,True,
PlayerRowV3,45523,148,45523,Thriston,Lawrence,False,Thriston Lawrence,,,RSA,RSA,T. Lawrence,#0084FF,False,T148,+11,11,F*,19,+7,7,671,14,2,True,R2,75,78,-,-,DOWN,-11,COMPLETE,CONSTANT,-,-9999,153,-,9999,-,9999,True,R2 Completed
PlayerRowV3,66506,149,66506,Josh,Bevell,False,Josh Bevell,,,USA,USA,J. Bevell,#0084FF,False,T148,+11,11,F,19,+9,9,671,2,2,False,R2,73,80,-,-,DOWN,-40,COMPLETE,CONSTANT,-,-9999,153,-,9999,-,9999,True,R2 Completed
PlayerRowV3,48153,150,48153,Matthieu,Pavon,False,Matthieu Pavon,,,FRA,FRA,M. Pavon,#0084FF,False,T148,+11,11,F,19,+6,6,671,5,2,False,R2,76,77,-,-,DOWN,-5,COMPLETE,DOWN,-3,-3,https://res.cloudinary.com/pgatour-prod/temp/standings/profile/Comcast-Light.png,https://res.cloudinary.com/pgatour-prod/temp/standings/profile/Comcast-Light.png,153,10,10,13,13,True,R2 Completed
PlayerRowV3,27770,151,27770,Camilo,Villegas,False,Camilo Villegas,,,COL,COL,C. Villegas,#0084FF,False,T148,+11,11,F*,18,+3,3,671,23,2,True,R2,79,74,-,-,UP,3,ACTIVE,UP,+1,1,153,182,182,181,181,True,
PlayerRowV3,46374,152,46374,Tracy,Phillips,False,Tracy Phillips,,,USA,USA,T. Phillips,#0084FF,False,152,+13,13,F*,19,+9,9,671,15,2,True,R2,75,80,-,-,DOWN,-15,COMPLETE,CONSTANT,-,-9999,155,-,9999,-,9999,True,R2 Completed
PlayerRowV3,36983,153,36983,Matt,Dobyns,False,Matt Dobyns,,,USA,USA,M. Dobyns,#0084FF,False,153,+14,14,F*,19,+9,9,671,14,2,True,R2,76,80,-,-,DOWN,-10,COMPLETE,CONSTANT,-,-9999,156,-,9999,-,9999,True,R2 Completed
