player_id,player_firstName,player_lastName,player_amateur,player_displayName,player_country,player_shortName,scoringData_position,scoringData_total,scoringData_thru,scoringData_score,scoringData_courseId,scoringData_groupNumber,scoringData_currentRound,scoringData_rounds_1,scoringData_rounds_2,scoringData_rounds_3,scoringData_rounds_4,scoringData_playerState,scoringData_totalStrokes,scoringData_projected,scoringData_roundStatus,rounds_All_round,rounds_All_displayName,rounds_All_performance_SG:OTT_total,rounds_All_performance_SG:OTT_yearToDate,rounds_All_performance_SG:APP_total,rounds_All_performance_SG:APP_yearToDate,rounds_All_performance_SG:ARG_total,rounds_All_performance_SG:ARG_yearToDate,rounds_All_performance_SG:PUTT_total,rounds_All_performance_SG:PUTT_yearToDate,rounds_All_performance_DA_total,rounds_All_performance_DA_yearToDate,rounds_All_performance_DD_total,rounds_All_performance_DD_yearToDate,rounds_All_performance_GIR_total,rounds_All_performance_GIR_yearToDate,rounds_All_scoring_Eagles_total,rounds_All_scoring_Eagles_yearToDate,rounds_All_scoring_Birdies_total,rounds_All_scoring_Birdies_yearToDate,rounds_All_scoring_Pars_total,rounds_All_scoring_Pars_yearToDate,rounds_All_scoring_Bogeys_total,rounds_All_scoring_Bogeys_yearToDate,rounds_1_round,rounds_1_displayName,rounds_1_courseInfo_courseId,rounds_1_courseInfo_courseName,rounds_1_courseInfo_groupNumber,rounds_1_courseInfo_parTotal,rounds_1_courseInfo_total,rounds_1_courseInfo_scoreToPar,rounds_1_performance_SG:OTT_total,rounds_1_performance_SG:OTT_yearToDate,rounds_1_performance_SG:APP_total,rounds_1_performance_SG:APP_yearToDate,rounds_1_performance_SG:ARG_total,rounds_1_performance_SG:ARG_yearToDate,rounds_1_performance_SG:PUTT_total,rounds_1_performance_SG:PUTT_yearToDate,rounds_1_performance_DA_total,rounds_1_performance_DA_yearToDate,rounds_1_performance_DD_total,rounds_1_performance_DD_yearToDate,rounds_1_performance_GIR_total,rounds_1_performance_GIR_yearToDate,rounds_1_scoring_Eagles_total,rounds_1_scoring_Eagles_yearToDate,rounds_1_scoring_Birdies_total,rounds_1_scoring_Birdies_yearToDate,rounds_1_scoring_Pars_total,rounds_1_scoring_Pars_yearToDate,rounds_1_scoring_Bogeys_total,rounds_1_scoring_Bogeys_yearToDate,rounds_2_round,rounds_2_displayName,rounds_2_courseInfo_courseId,rounds_2_courseInfo_courseName,rounds_2_courseInfo_groupNumber,rounds_2_courseInfo_parTotal,rounds_2_courseInfo_total,rounds_2_courseInfo_scoreToPar,rounds_2_performance_SG:OTT_total,rounds_2_performance_SG:OTT_yearToDate,rounds_2_performance_SG:APP_total,rounds_2_performance_SG:APP_yearToDate,rounds_2_performance_SG:ARG_total,rounds_2_performance_SG:ARG_yearToDate,rounds_2_performance_SG:PUTT_total,rounds_2_performance_SG:PUTT_yearToDate,rounds_2_performance_DA_total,rounds_2_performance_DA_yearToDate,rounds_2_performance_DD_total,rounds_2_performance_DD_yearToDate,rounds_2_performance_GIR_total,rounds_2_performance_GIR_yearToDate,rounds_2_scoring_Eagles_total,rounds_2_scoring_Eagles_yearToDate,rounds_2_scoring_Birdies_total,rounds_2_scoring_Birdies_yearToDate,rounds_2_scoring_Pars_total,rounds_2_scoring_Pars_yearToDate,rounds_2_scoring_Bogeys_total,rounds_2_scoring_Bogeys_yearToDate,rounds_3_round,rounds_3_displayName,rounds_3_courseInfo_courseId,rounds_3_courseInfo_courseName,rounds_3_courseInfo_groupNumber,rounds_3_courseInfo_parTotal,rounds_3_courseInfo_total,rounds_3_courseInfo_scoreToPar,rounds_3_performance_SG:OTT_total,rounds_3_performance_SG:OTT_yearToDate,rounds_3_performance_SG:APP_total,rounds_3_performance_SG:APP_yearToDate,rounds_3_performance_SG:ARG_total,rounds_3_performance_SG:ARG_yearToDate,rounds_3_performance_SG:PUTT_total,rounds_3_performance_SG:PUTT_yearToDate,rounds_3_performance_DA_total,rounds_3_performance_DA_yearToDate,rounds_3_performance_DD_total,rounds_3_performance_DD_yearToDate,rounds_3_performance_GIR_total,rounds_3_performance_GIR_yearToDate,rounds_3_scoring_Eagles_total,rounds_3_scoring_Eagles_yearToDate,rounds_3_scoring_Birdies_total,rounds_3_scoring_Birdies_yearToDate,rounds_3_scoring_Pars_total,rounds_3_scoring_Pars_yearToDate,rounds_3_scoring_Bogeys_total,rounds_3_scoring_Bogeys_yearToDate,rounds_4_round,rounds_4_displayName,rounds_4_courseInfo_courseId,rounds_4_courseInfo_courseName,rounds_4_courseInfo_groupNumber,rounds_4_courseInfo_parTotal,rounds_4_courseInfo_total,rounds_4_courseInfo_scoreToPar,rounds_4_performance_SG:OTT_total,rounds_4_performance_SG:OTT_yearToDate,rounds_4_performance_SG:APP_total,rounds_4_performance_SG:APP_yearToDate,rounds_4_performance_SG:ARG_total,rounds_4_performance_SG:ARG_yearToDate,rounds_4_performance_SG:PUTT_total,rounds_4_performance_SG:PUTT_yearToDate,rounds_4_performance_DA_total,rounds_4_performance_DA_yearToDate,rounds_4_performance_DD_total,rounds_4_performance_DD_yearToDate,rounds_4_performance_GIR_total,rounds_4_performance_GIR_yearToDate,rounds_4_scoring_Eagles_total,rounds_4_scoring_Eagles_yearToDate,rounds_4_scoring_Birdies_total,rounds_4_scoring_Birdies_yearToDate,rounds_4_scoring_Pars_total,rounds_4_scoring_Pars_yearToDate,rounds_4_scoring_Bogeys_total,rounds_4_scoring_Bogeys_yearToDate
32150,Michael,Thompson,False,Michael Thompson,USA,M. Thompson,CUT,+3,-,-,872,5,2,75,70,-,-,COMPLETE,145,146,R2 Completed,-1,All,0.050,0.097,0.031,-0.112,-2.130,-0.041,-1.032,0.186,75.00% (21/28),63.90%,302.50 yds,289.3,61.11% (22/36),64.07%,0,3,7,157,21,-,7,-,1,Round 1,872,Quail Hollow Club,5,71,75,+4,-0.244,0.097,-0.657,-0.112,-2.515,-0.041,0.022,0.186,71.43% (10/14),63.90%,291.00 yds,289.3,50.00% (9/18),64.07%,0,3,3,157,10,-,4,-,2,Round 2,872,Quail Hollow Club,5,71,70,-1,0.294,0.097,0.688,-0.112,0.385,-0.041,-1.054,0.186,78.57% (11/14),63.90%,314.00 yds,289.3,72.22% (13/18),64.07%,0,3,4,157,11,-,3,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27936,Martin,Laird,False,Martin Laird,SCO,M. Laird,CUT,+3,-,-,872,6,2,71,74,-,-,COMPLETE,145,155,R2 Completed,-1,All,-2.241,-0.194,1.528,-0.042,-0.758,0.051,-1.377,-0.050,50.00% (14/28),65.79%,294.00 yds,292.4,63.89% (23/36),69.63%,1,8,4,331,22,-,9,-,1,Round 1,872,Quail Hollow Club,6,71,71,E,-0.774,-0.194,2.086,-0.042,-0.675,0.051,-0.772,-0.050,42.86% (6/14),65.79%,286.50 yds,292.4,66.67% (12/18),69.63%,1,8,3,331,9,-,5,-,2,Round 2,872,Quail Hollow Club,6,71,74,+3,-1.467,-0.194,-0.558,-0.042,-0.083,0.051,-0.605,-0.050,57.14% (8/14),65.79%,301.50 yds,292.4,61.11% (11/18),69.63%,0,8,1,331,13,-,4,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48887,Matt,Wallace,False,Matt Wallace,ENG,M. Wallace,CUT,+3,-,-,872,21,2,70,75,-,-,COMPLETE,145,61,R2 Completed,-1,All,-3.892,-0.423,0.405,0.172,-0.235,0.228,4.082,-0.030,39.29% (11/28),54.84%,314.30 yds,302.7,55.56% (20/36),64.62%,0,7,3,297,28,-,4,-,1,Round 1,872,Quail Hollow Club,21,71,70,-1,-2.121,-0.423,2.080,0.172,0.125,0.228,0.781,-0.030,35.71% (5/14),54.84%,317.00 yds,302.7,66.67% (12/18),64.62%,0,7,1,297,17,-,0,-,2,Round 2,872,Quail Hollow Club,21,71,75,+4,-1.771,-0.423,-1.675,0.172,-0.360,0.228,3.301,-0.030,42.86% (6/14),54.84%,311.50 yds,302.7,44.44% (8/18),64.62%,0,7,2,297,11,-,4,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33122,Russell,Knox,False,Russell Knox,SCO,R. Knox,CUT,+3,-,-,872,11,2,75,70,-,-,COMPLETE,145,132,R2 Completed,-1,All,-2.907,-0.511,-1.445,0.540,0.950,-0.046,0.529,-0.277,46.43% (13/28),62.70%,294.30 yds,285.3,44.44% (16/36),71.69%,0,5,5,403,23,-,8,-,1,Round 1,872,Quail Hollow Club,11,71,75,+4,-2.110,-0.511,-2.153,0.540,0.830,-0.046,0.247,-0.277,42.86% (6/14),62.70%,290.50 yds,285.3,27.78% (5/18),71.69%,0,5,1,403,12,-,5,-,2,Round 2,872,Quail Hollow Club,11,71,70,-1,-0.797,-0.511,0.708,0.540,0.120,-0.046,0.282,-0.277,50.00% (7/14),62.70%,298.00 yds,285.3,61.11% (11/18),71.69%,0,5,4,403,11,-,3,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50006,Willie,Mack III,False,Willie Mack III,USA,W. Mack III,CUT,+3,-,-,872,26,2,73,72,-,-,COMPLETE,145,-,R2 Completed,-1,All,0.037,-1.309,-1.707,-1.195,-0.768,-0.361,3.524,1.764,57.14% (16/28),46.43%,309.00 yds,305.8,55.56% (20/36),63.89%,0,0,7,15,20,-,8,-,1,Round 1,872,Quail Hollow Club,26,71,73,+2,-0.453,-1.309,-0.248,-1.195,-0.027,-0.361,1.851,1.764,42.86% (6/14),46.43%,300.00 yds,305.8,50.00% (9/18),63.89%,0,0,3,15,10,-,5,-,2,Round 2,872,Quail Hollow Club,26,71,72,+1,0.490,-1.309,-1.459,-1.195,-0.741,-0.361,1.673,1.764,71.43% (10/14),46.43%,318.00 yds,305.8,61.11% (11/18),63.89%,0,0,4,15,10,-,3,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36326,David,Lipsky,False,David Lipsky,USA,D. Lipsky,CUT,+4,-,-,872,27,2,75,71,-,-,COMPLETE,146,95,R2 Completed,-1,All,-1.250,-0.133,1.835,0.330,-1.455,0.059,-2.989,-0.466,64.29% (18/28),63.25%,298.50 yds,292.7,66.67% (24/36),67.48%,0,8,8,384,16,-,12,-,1,Round 1,872,Quail Hollow Club,27,71,75,+4,0.347,-0.133,-2.158,0.330,-0.818,0.059,-1.506,-0.466,71.43% (10/14),63.25%,306.00 yds,292.7,61.11% (11/18),67.48%,0,8,3,384,8,-,7,-,2,Round 2,872,Quail Hollow Club,27,71,71,E,-1.597,-0.133,3.993,0.330,-0.637,0.059,-1.483,-0.466,57.14% (8/14),63.25%,291.00 yds,292.7,72.22% (13/18),67.48%,0,8,5,384,8,-,5,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27644,Brian,Harman,False,Brian Harman,USA,B. Harman,CUT,+4,-,-,872,45,2,70,76,-,-,COMPLETE,146,29,R2 Completed,-1,All,0.656,0.254,-0.702,0.008,-1.283,0.018,-1.344,0.399,75.00% (21/28),66.82%,309.50 yds,293.6,66.67% (24/36),67.62%,0,7,5,361,24,-,5,-,1,Round 1,872,Quail Hollow Club,45,71,70,-1,0.476,0.254,0.110,0.008,-0.122,0.018,0.401,0.399,78.57% (11/14),66.82%,316.00 yds,293.6,66.67% (12/18),67.62%,0,7,3,361,14,-,0,-,2,Round 2,872,Quail Hollow Club,45,71,76,+5,0.180,0.254,-0.812,0.008,-1.161,0.018,-1.745,0.399,71.43% (10/14),66.82%,303.00 yds,293.6,66.67% (12/18),67.62%,0,7,2,361,10,-,5,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50525,Collin,Morikawa,False,Collin Morikawa,USA,C. Morikawa,CUT,+4,-,-,872,32,2,73,73,-,-,COMPLETE,146,21,R2 Completed,-1,All,-0.798,0.487,3.611,1.012,-1.775,0.047,-4.802,-0.109,57.14% (16/28),68.03%,299.80 yds,296.2,69.44% (25/36),70.99%,0,9,6,341,20,-,10,-,1,Round 1,872,Quail Hollow Club,32,71,73,+2,-0.462,0.487,3.129,1.012,-0.675,0.047,-3.069,-0.109,57.14% (8/14),68.03%,299.50 yds,296.2,72.22% (13/18),70.99%,0,9,2,341,12,-,4,-,2,Round 2,872,Quail Hollow Club,32,71,73,+2,-0.336,0.487,0.482,1.012,-1.100,0.047,-1.733,-0.109,57.14% (8/14),68.03%,300.00 yds,296.2,66.67% (12/18),70.99%,0,9,4,341,8,-,6,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35901,Paul,Haley II,False,Paul Haley II,USA,P. Haley II,CUT,+4,-,-,872,46,2,70,76,-,-,COMPLETE,146,147,R2 Completed,-1,All,-0.732,-0.352,-2.844,-0.441,-1.809,-0.012,3.321,-0.238,67.86% (19/28),65.75%,286.80 yds,284.1,41.67% (15/36),64.79%,0,8,8,315,17,-,10,-,1,Round 1,872,Quail Hollow Club,46,71,70,-1,-1.066,-0.352,-0.229,-0.441,0.313,-0.012,1.847,-0.238,64.29% (9/14),65.75%,281.50 yds,284.1,44.44% (8/18),64.79%,0,8,5,315,9,-,4,-,2,Round 2,872,Quail Hollow Club,46,71,76,+5,0.334,-0.352,-2.615,-0.441,-2.122,-0.012,1.474,-0.238,71.43% (10/14),65.75%,292.00 yds,284.1,38.89% (7/18),64.79%,0,8,3,315,8,-,6,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50188,S.H.,Kim,False,S.H. Kim,KOR,S.H. Kim,CUT,+4,-,-,872,37,2,70,76,-,-,COMPLETE,146,68,R2 Completed,-1,All,0.314,0.412,-3.232,-0.435,-0.426,0.210,-0.862,0.278,64.29% (18/28),56.53%,312.30 yds,308.7,50.00% (18/36),63.36%,0,10,4,426,26,-,4,-,1,Round 1,872,Quail Hollow Club,37,71,70,-1,1.098,0.412,0.754,-0.435,0.458,0.210,-0.829,0.278,71.43% (10/14),56.53%,321.50 yds,308.7,55.56% (10/18),63.36%,0,10,2,426,15,-,1,-,2,Round 2,872,Quail Hollow Club,37,71,76,+5,-0.784,0.412,-3.986,-0.435,-0.884,0.210,-0.033,0.278,57.14% (8/14),56.53%,303.00 yds,308.7,44.44% (8/18),63.36%,0,10,2,426,11,-,3,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49960,Sepp,Straka,False,Sepp Straka,AUT,S. Straka,CUT,+4,-,-,872,5,2,72,74,-,-,COMPLETE,146,58,R2 Completed,-1,All,1.510,-0.010,-2.061,0.509,0.276,-0.242,-2.479,0.216,67.86% (19/28),64.49%,316.80 yds,299.5,58.33% (21/36),68.24%,0,8,7,357,19,-,9,-,1,Round 1,872,Quail Hollow Club,5,71,72,+1,0.599,-0.010,-0.707,0.509,0.268,-0.242,-1.295,0.216,78.57% (11/14),64.49%,323.00 yds,299.5,61.11% (11/18),68.24%,0,8,4,357,9,-,5,-,2,Round 2,872,Quail Hollow Club,5,71,74,+3,0.911,-0.010,-1.354,0.509,0.008,-0.242,-1.184,0.216,57.14% (8/14),64.49%,310.50 yds,299.5,55.56% (10/18),68.24%,0,8,3,357,10,-,4,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35506,Mackenzie,Hughes,False,Mackenzie Hughes,CAN,M. Hughes,CUT,+4,-,-,872,20,2,74,72,-,-,COMPLETE,146,30,R2 Completed,-1,All,-0.085,-0.320,-4.088,-0.230,1.371,0.383,-0.584,0.367,42.86% (12/28),55.35%,312.80 yds,299.5,52.78% (19/36),65.61%,0,10,5,336,22,-,9,-,1,Round 1,872,Quail Hollow Club,20,71,74,+3,-0.094,-0.320,-0.375,-0.230,0.077,0.383,-1.307,0.367,42.86% (6/14),55.35%,302.00 yds,299.5,55.56% (10/18),65.61%,0,10,1,336,13,-,4,-,2,Round 2,872,Quail Hollow Club,20,71,72,+1,0.009,-0.320,-3.713,-0.230,1.294,0.383,0.723,0.367,42.86% (6/14),55.35%,323.50 yds,299.5,50.00% (9/18),65.61%,0,10,4,336,9,-,5,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53165,Doc,Redman,False,Doc Redman,USA,D. Redman,CUT,+4,-,-,872,23,2,75,71,-,-,COMPLETE,146,173,R2 Completed,-1,All,-0.792,0.052,-0.653,-0.134,-0.164,-0.388,-2.213,0.020,50.00% (14/28),62.21%,299.50 yds,293.5,50.00% (18/36),69.94%,0,2,5,295,22,-,9,-,1,Round 1,872,Quail Hollow Club,23,71,75,+4,-0.293,0.052,-2.294,-0.134,-0.661,-0.388,-0.887,0.020,50.00% (7/14),62.21%,313.50 yds,293.5,38.89% (7/18),69.94%,0,2,1,295,12,-,5,-,2,Round 2,872,Quail Hollow Club,23,71,71,E,-0.499,0.052,1.641,-0.134,0.497,-0.388,-1.326,0.020,50.00% (7/14),62.21%,285.50 yds,293.5,61.11% (11/18),69.94%,0,2,4,295,10,-,4,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61143,Austin,Greaser,True,Austin Greaser,USA,A. Greaser,CUT,+4,-,-,872,26,2,74,72,-,-,COMPLETE,146,-,R2 Completed,-1,All,1.164,-0.845,0.644,0.670,-1.510,-0.732,-1.391,-0.693,35.71% (10/28),35.71%,305.00 yds,305.0,66.67% (24/36),66.67%,0,0,3,3,27,-,5,-,1,Round 1,872,Quail Hollow Club,26,71,74,+3,-0.463,-0.845,-0.047,0.670,-0.009,-0.732,0.229,-0.693,35.71% (5/14),35.71%,297.00 yds,305.0,61.11% (11/18),66.67%,0,0,2,3,12,-,3,-,2,Round 2,872,Quail Hollow Club,26,71,72,+1,1.627,-0.845,0.691,0.670,-1.501,-0.732,-1.620,-0.693,35.71% (5/14),35.71%,313.00 yds,305.0,72.22% (13/18),66.67%,0,0,1,3,15,-,2,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49453,Trevor,Cone,False,Trevor Cone,USA,T. Cone,CUT,+4,-,-,872,13,2,76,70,-,-,COMPLETE,146,212,R2 Completed,-1,All,0.359,0.550,-1.048,-0.179,-5.484,-0.503,1.351,-0.197,35.71% (10/28),53.63%,337.80 yds,314.0,63.89% (23/36),69.65%,1,9,9,310,14,-,9,-,1,Round 1,872,Quail Hollow Club,13,71,76,+5,0.768,0.550,-0.988,-0.179,-3.650,-0.503,-1.265,-0.197,28.57% (4/14),53.63%,350.50 yds,314.0,66.67% (12/18),69.65%,1,9,3,310,7,-,4,-,2,Round 2,872,Quail Hollow Club,13,71,70,-1,-0.409,0.550,-0.060,-0.179,-1.834,-0.503,2.616,-0.197,42.86% (6/14),53.63%,325.00 yds,314.0,61.11% (11/18),69.65%,0,9,6,310,7,-,5,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36699,Patrick,Rodgers,False,Patrick Rodgers,USA,P. Rodgers,CUT,+5,-,-,872,40,2,74,73,-,-,COMPLETE,147,42,R2 Completed,-1,All,-0.923,0.199,-1.453,-0.059,-3.386,0.190,2.459,0.161,35.71% (10/28),54.05%,314.50 yds,308.8,50.00% (18/36),65.63%,0,8,3,378,25,-,8,-,1,Round 1,872,Quail Hollow Club,40,71,74,+3,0.434,0.199,-0.541,-0.059,-2.708,0.190,1.138,0.161,42.86% (6/14),54.05%,328.50 yds,308.8,44.44% (8/18),65.63%,0,8,2,378,11,-,5,-,2,Round 2,872,Quail Hollow Club,40,71,73,+2,-1.357,0.199,-0.912,-0.059,-0.678,0.190,1.321,0.161,28.57% (4/14),54.05%,300.50 yds,308.8,55.56% (10/18),65.63%,0,8,1,378,14,-,3,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50095,Austin,Smotherman,False,Austin Smotherman,USA,A. Smotherman,CUT,+5,-,-,872,28,2,76,71,-,-,COMPLETE,147,116,R2 Completed,-1,All,-0.145,0.016,-0.383,-0.063,-0.449,-0.284,0.884,-0.004,57.14% (16/28),62.55%,304.80 yds,300.4,55.56% (20/36),66.44%,0,7,6,394,21,-,7,-,1,Round 1,872,Quail Hollow Club,28,71,76,+5,-2.342,0.016,0.024,-0.063,-0.155,-0.284,-0.902,-0.004,42.86% (6/14),62.55%,314.00 yds,300.4,44.44% (8/18),66.44%,0,7,1,394,11,-,6,-,2,Round 2,872,Quail Hollow Club,28,71,71,E,2.197,0.016,-0.407,-0.063,-0.294,-0.284,1.786,-0.004,71.43% (10/14),62.55%,295.50 yds,300.4,66.67% (12/18),66.44%,0,7,5,394,10,-,1,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40250,Taylor,Pendrith,False,Taylor Pendrith,CAN,T. Pendrith,CUT,+5,-,-,872,48,2,70,77,-,-,COMPLETE,147,112,R2 Completed,-1,All,0.848,0.320,0.041,0.014,-1.754,-0.113,-2.449,-0.026,32.14% (9/28),55.62%,310.00 yds,310.4,63.89% (23/36),69.53%,0,6,4,371,24,-,7,-,1,Round 1,872,Quail Hollow Club,48,71,70,-1,2.001,0.320,1.118,0.014,-0.895,-0.113,-0.428,-0.026,35.71% (5/14),55.62%,315.50 yds,310.4,72.22% (13/18),69.53%,0,6,3,371,13,-,2,-,2,Round 2,872,Quail Hollow Club,48,71,77,+6,-1.153,0.320,-1.077,0.014,-0.859,-0.113,-2.021,-0.026,28.57% (4/14),55.62%,304.50 yds,310.4,55.56% (10/18),69.53%,0,6,1,371,11,-,5,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59608,Morgan,Deneen,False,Morgan Deneen,USA,M. Deneen,CUT,+5,-,-,872,52,2,74,73,-,-,COMPLETE,147,-,R2 Completed,-1,All,1.513,0.547,-2.970,-1.645,0.695,-0.782,-4.105,-0.515,60.71% (17/28),50.00%,325.30 yds,317.1,61.11% (22/36),59.72%,0,0,6,13,19,-,11,-,1,Round 1,872,Quail Hollow Club,52,71,74,+3,0.853,0.547,-1.824,-1.645,0.490,-0.782,-2.654,-0.515,50.00% (7/14),50.00%,334.50 yds,317.1,61.11% (11/18),59.72%,0,0,4,13,7,-,7,-,2,Round 2,872,Quail Hollow Club,52,71,73,+2,0.660,0.547,-1.146,-1.645,0.205,-0.782,-1.451,-0.515,71.43% (10/14),50.00%,316.00 yds,317.1,61.11% (11/18),59.72%,0,0,2,13,12,-,4,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33413,Ben,Martin,False,Ben Martin,USA,B. Martin,CUT,+5,-,-,872,14,2,79,68,-,-,COMPLETE,147,82,R2 Completed,-1,All,-0.351,0.048,-0.468,0.318,-2.129,-0.330,0.939,0.028,64.29% (18/28),62.49%,306.00 yds,293.9,55.56% (20/36),68.23%,0,6,8,413,20,-,5,-,1,Round 1,872,Quail Hollow Club,14,71,79,+8,-0.699,0.048,-1.630,0.318,-1.913,-0.330,-0.080,0.028,71.43% (10/14),62.49%,303.50 yds,293.9,38.89% (7/18),68.23%,0,6,1,413,12,-,3,-,2,Round 2,872,Quail Hollow Club,14,71,68,-3,0.348,0.048,1.162,0.318,-0.216,-0.330,1.019,0.028,57.14% (8/14),62.49%,308.50 yds,293.9,72.22% (13/18),68.23%,0,6,7,413,8,-,2,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48117,Kurt,Kitayama,False,Kurt Kitayama,USA,K. Kitayama,CUT,+6,-,-,872,45,2,76,72,-,-,COMPLETE,148,10,R2 Completed,-1,All,-0.046,-0.117,-0.561,0.285,-1.366,0.106,-1.459,-0.149,39.29% (11/28),51.46%,314.80 yds,306.2,69.44% (25/36),63.27%,0,4,7,260,20,-,6,-,1,Round 1,872,Quail Hollow Club,45,71,76,+5,-0.436,-0.117,-0.070,0.285,-0.374,0.106,-1.133,-0.149,42.86% (6/14),51.46%,308.00 yds,306.2,72.22% (13/18),63.27%,0,4,3,260,9,-,5,-,2,Round 2,872,Quail Hollow Club,45,71,72,+1,0.390,-0.117,-0.491,0.285,-0.992,0.106,-0.326,-0.149,35.71% (5/14),51.46%,321.50 yds,306.2,66.67% (12/18),63.27%,0,4,4,260,11,-,1,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51895,Ryan,Cole,False,Ryan Cole,USA,R. Cole,CUT,+6,-,-,872,39,2,71,77,-,-,COMPLETE,148,-,R2 Completed,-1,All,0.651,0.763,-1.164,-0.234,-2.051,-1.002,-4.258,-2.127,67.86% (19/28),67.86%,307.50 yds,307.5,61.11% (22/36),61.11%,0,0,3,3,25,-,7,-,1,Round 1,872,Quail Hollow Club,39,71,71,E,0.897,0.763,-0.498,-0.234,-0.050,-1.002,-0.484,-2.127,78.57% (11/14),67.86%,321.00 yds,307.5,66.67% (12/18),61.11%,0,0,2,3,14,-,2,-,2,Round 2,872,Quail Hollow Club,39,71,77,+6,-0.246,0.763,-0.666,-0.234,-2.001,-1.002,-3.774,-2.127,57.14% (8/14),67.86%,294.00 yds,307.5,55.56% (10/18),61.11%,0,0,1,3,11,-,5,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58816,Marcus,Byrd,False,Marcus Byrd,USA,M. Byrd,CUT,+6,-,-,872,39,2,77,71,-,-,COMPLETE,148,-,R2 Completed,-1,All,-0.706,-0.356,1.776,-0.954,-0.637,-0.520,-3.415,-1.592,42.86% (12/28),48.21%,327.80 yds,309.3,63.89% (23/36),57.64%,0,0,5,19,22,-,7,-,1,Round 1,872,Quail Hollow Club,39,71,77,+6,-0.483,-0.356,-0.048,-0.954,-1.012,-0.520,-3.128,-1.592,42.86% (6/14),48.21%,335.00 yds,309.3,61.11% (11/18),57.64%,0,0,2,19,9,-,6,-,2,Round 2,872,Quail Hollow Club,39,71,71,E,-0.223,-0.356,1.824,-0.954,0.375,-0.520,-0.287,-1.592,42.86% (6/14),48.21%,320.50 yds,309.3,66.67% (12/18),57.64%,0,0,3,19,13,-,1,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
