player_id,player_firstName,player_lastName,player_amateur,player_displayName,player_country,player_shortName,scoringData_position,scoringData_total,scoringData_thru,scoringData_score,scoringData_courseId,scoringData_groupNumber,scoringData_currentRound,scoringData_rounds_1,scoringData_rounds_2,scoringData_rounds_3,scoringData_rounds_4,scoringData_playerState,scoringData_totalStrokes,scoringData_projected,scoringData_roundStatus,rounds_All_round,rounds_All_displayName,rounds_All_performance_SG:OTT_total,rounds_All_performance_SG:OTT_yearToDate,rounds_All_performance_SG:APP_total,rounds_All_performance_SG:APP_yearToDate,rounds_All_performance_SG:ARG_total,rounds_All_performance_SG:ARG_yearToDate,rounds_All_performance_SG:PUTT_total,rounds_All_performance_SG:PUTT_yearToDate,rounds_All_performance_DA_total,rounds_All_performance_DA_yearToDate,rounds_All_performance_DD_total,rounds_All_performance_DD_yearToDate,rounds_All_performance_GIR_total,rounds_All_performance_GIR_yearToDate,rounds_All_scoring_Eagles_total,rounds_All_scoring_Eagles_yearToDate,rounds_All_scoring_Birdies_total,rounds_All_scoring_Birdies_yearToDate,rounds_All_scoring_Pars_total,rounds_All_scoring_Pars_yearToDate,rounds_All_scoring_Bogeys_total,rounds_All_scoring_Bogeys_yearToDate,rounds_1_round,rounds_1_displayName,rounds_1_courseInfo_courseId,rounds_1_courseInfo_courseName,rounds_1_courseInfo_groupNumber,rounds_1_courseInfo_parTotal,rounds_1_courseInfo_total,rounds_1_courseInfo_scoreToPar,rounds_1_performance_SG:OTT_total,rounds_1_performance_SG:OTT_yearToDate,rounds_1_performance_SG:APP_total,rounds_1_performance_SG:APP_yearToDate,rounds_1_performance_SG:ARG_total,rounds_1_performance_SG:ARG_yearToDate,rounds_1_performance_SG:PUTT_total,rounds_1_performance_SG:PUTT_yearToDate,rounds_1_performance_DA_total,rounds_1_performance_DA_yearToDate,rounds_1_performance_DD_total,rounds_1_performance_DD_yearToDate,rounds_1_performance_GIR_total,rounds_1_performance_GIR_yearToDate,rounds_1_scoring_Eagles_total,rounds_1_scoring_Eagles_yearToDate,rounds_1_scoring_Birdies_total,rounds_1_scoring_Birdies_yearToDate,rounds_1_scoring_Pars_total,rounds_1_scoring_Pars_yearToDate,rounds_1_scoring_Bogeys_total,rounds_1_scoring_Bogeys_yearToDate,rounds_2_round,rounds_2_displayName,rounds_2_courseInfo_courseId,rounds_2_courseInfo_courseName,rounds_2_courseInfo_groupNumber,rounds_2_courseInfo_parTotal,rounds_2_courseInfo_total,rounds_2_courseInfo_scoreToPar,rounds_2_performance_SG:OTT_total,rounds_2_performance_SG:OTT_yearToDate,rounds_2_performance_SG:APP_total,rounds_2_performance_SG:APP_yearToDate,rounds_2_performance_SG:ARG_total,rounds_2_performance_SG:ARG_yearToDate,rounds_2_performance_SG:PUTT_total,rounds_2_performance_SG:PUTT_yearToDate,rounds_2_performance_DA_total,rounds_2_performance_DA_yearToDate,rounds_2_performance_DD_total,rounds_2_performance_DD_yearToDate,rounds_2_performance_GIR_total,rounds_2_performance_GIR_yearToDate,rounds_2_scoring_Eagles_total,rounds_2_scoring_Eagles_yearToDate,rounds_2_scoring_Birdies_total,rounds_2_scoring_Birdies_yearToDate,rounds_2_scoring_Pars_total,rounds_2_scoring_Pars_yearToDate,rounds_2_scoring_Bogeys_total,rounds_2_scoring_Bogeys_yearToDate,rounds_3_round,rounds_3_displayName,rounds_3_courseInfo_courseId,rounds_3_courseInfo_courseName,rounds_3_courseInfo_groupNumber,rounds_3_courseInfo_parTotal,rounds_3_courseInfo_total,rounds_3_courseInfo_scoreToPar,rounds_3_performance_SG:OTT_total,rounds_3_performance_SG:OTT_yearToDate,rounds_3_performance_SG:APP_total,rounds_3_performance_SG:APP_yearToDate,rounds_3_performance_SG:ARG_total,rounds_3_performance_SG:ARG_yearToDate,rounds_3_performance_SG:PUTT_total,rounds_3_performance_SG:PUTT_yearToDate,rounds_3_performance_DA_total,rounds_3_performance_DA_yearToDate,rounds_3_performance_DD_total,rounds_3_performance_DD_yearToDate,rounds_3_performance_GIR_total,rounds_3_performance_GIR_yearToDate,rounds_3_scoring_Eagles_total,rounds_3_scoring_Eagles_yearToDate,rounds_3_scoring_Birdies_total,rounds_3_scoring_Birdies_yearToDate,rounds_3_scoring_Pars_total,rounds_3_scoring_Pars_yearToDate,rounds_3_scoring_Bogeys_total,rounds_3_scoring_Bogeys_yearToDate,rounds_4_round,rounds_4_displayName,rounds_4_courseInfo_courseId,rounds_4_courseInfo_courseName,rounds_4_courseInfo_groupNumber,rounds_4_courseInfo_parTotal,rounds_4_courseInfo_total,rounds_4_courseInfo_scoreToPar,rounds_4_performance_SG:OTT_total,rounds_4_performance_SG:OTT_yearToDate,rounds_4_performance_SG:APP_total,rounds_4_performance_SG:APP_yearToDate,rounds_4_performance_SG:ARG_total,rounds_4_performance_SG:ARG_yearToDate,rounds_4_performance_SG:PUTT_total,rounds_4_performance_SG:PUTT_yearToDate,rounds_4_performance_DA_total,rounds_4_performance_DA_yearToDate,rounds_4_performance_DD_total,rounds_4_performance_DD_yearToDate,rounds_4_performance_GIR_total,rounds_4_performance_GIR_yearToDate,rounds_4_scoring_Eagles_total,rounds_4_scoring_Eagles_yearToDate,rounds_4_scoring_Birdies_total,rounds_4_scoring_Birdies_yearToDate,rounds_4_scoring_Pars_total,rounds_4_scoring_Pars_yearToDate,rounds_4_scoring_Bogeys_total,rounds_4_scoring_Bogeys_yearToDate
34213,Grayson,Murray,False,Grayson Murray,USA,G. Murray,T10,-3,F,-1,872,7,4,70,69,72,70,COMPLETE,281,35,R4 Completed,-1,All,-1.871,0.213,2.827,0.074,1.964,0.019,3.006,-0.084,60.71% (34/56),71.65%,314.80 yds,303.2,54.17% (39/72),62.61%,1,4,15,163,43,-,12,-,1,Round 1,872,Quail Hollow Club,18,71,70,-1,-1.018,0.213,1.999,0.074,-0.296,0.019,0.316,-0.084,71.43% (10/14),71.65%,301.00 yds,303.2,61.11% (11/18),62.61%,1,4,3,163,10,-,4,-,2,Round 2,872,Quail Hollow Club,11,71,69,-2,-0.262,0.213,-0.093,0.074,0.469,0.019,1.798,-0.084,57.14% (8/14),71.65%,303.50 yds,303.2,50.00% (9/18),62.61%,,,5,163,11,-,1,-,3,Round 3,872,Quail Hollow Club,10,71,72,+1,-0.469,0.213,-0.662,0.074,1.575,0.019,0.395,-0.084,50.00% (7/14),71.65%,323.90 yds,303.2,50.00% (9/18),62.61%,,,2,163,13,-,3,-,4,Round 4,872,Quail Hollow Club,7,71,70,-1,-0.121,0.213,1.583,0.074,0.217,0.019,0.498,-0.084,64.29% (9/14),71.65%,330.90 yds,303.2,55.56% (10/18),62.61%,,,5,163,9,-,4,-
40250,Taylor,Pendrith,False,Taylor Pendrith,CAN,T. Pendrith,T10,-3,F,+1,872,4,4,71,67,71,72,COMPLETE,281,30,R4 Completed,-1,All,3.804,0.048,-1.995,-0.184,0.455,0.199,3.662,0.560,55.36% (31/56),53.63%,314.80 yds,310.9,61.11% (44/72),65.43%,,,16,165,43,-,13,-,1,Round 1,872,Quail Hollow Club,13,71,71,E,0.874,0.048,-0.513,-0.184,-1.271,0.199,0.911,0.560,50.00% (7/14),53.63%,325.30 yds,310.9,77.78% (14/18),65.43%,,,4,165,10,-,4,-,2,Round 2,872,Quail Hollow Club,6,71,67,-4,0.617,0.048,-0.012,-0.184,1.551,0.199,1.756,0.560,50.00% (7/14),53.63%,317.30 yds,310.9,55.56% (10/18),65.43%,,,6,165,10,-,2,-,3,Round 3,872,Quail Hollow Club,5,71,71,E,1.532,0.048,-0.744,-0.184,0.194,0.199,0.857,0.560,57.14% (8/14),53.63%,306.60 yds,310.9,50.00% (9/18),65.43%,,,5,165,8,-,5,-,4,Round 4,872,Quail Hollow Club,4,71,72,+1,0.782,0.048,-0.726,-0.184,-0.018,0.199,0.139,0.560,64.29% (9/14),53.63%,310.20 yds,310.9,61.11% (11/18),65.43%,,,1,165,15,-,2,-
39997,Corey,Conners,False,Corey Conners,CAN,C. Conners,T13,-2,F,-1,872,11,4,70,68,74,70,COMPLETE,282,47,R4 Completed,-1,All,2.727,0.441,7.018,0.978,-2.285,-0.255,-2.534,-0.467,71.43% (40/56),68.88%,308.20 yds,298.8,68.06% (49/72),72.33%,,,18,204,38,-,16,-,1,Round 1,872,Quail Hollow Club,11,71,70,-1,1.714,0.441,1.516,0.978,-0.814,-0.255,-1.415,-0.467,92.86% (13/14),68.88%,305.80 yds,298.8,72.22% (13/18),72.33%,,,5,204,9,-,4,-,2,Round 2,872,Quail Hollow Club,16,71,68,-3,1.056,0.441,3.650,0.978,0.646,-0.255,-2.440,-0.467,64.29% (9/14),68.88%,304.40 yds,298.8,77.78% (14/18),72.33%,,,5,204,11,-,2,-,3,Round 3,872,Quail Hollow Club,5,71,74,+3,-0.675,0.441,1.005,0.978,-0.670,-0.255,-0.821,-0.467,50.00% (7/14),68.88%,301.90 yds,298.8,55.56% (10/18),72.33%,,,2,204,11,-,5,-,4,Round 4,872,Quail Hollow Club,11,71,70,-1,0.633,0.441,0.847,0.978,-1.446,-0.255,2.143,-0.467,78.57% (11/14),68.88%,320.80 yds,298.8,66.67% (12/18),72.33%,,,6,204,7,-,5,-
30911,Tommy,Fleetwood,False,Tommy Fleetwood,ENG,T. Fleetwood,T13,-2,F,-1,872,10,4,71,70,71,70,COMPLETE,282,37,R4 Completed,-1,All,-0.804,0.189,2.163,-0.492,3.495,0.429,0.072,0.115,69.64% (39/56),77.47%,305.10 yds,296.6,54.17% (39/72),64.11%,,,14,136,46,-,12,-,1,Round 1,872,Quail Hollow Club,21,71,71,E,0.636,0.189,1.791,-0.492,-0.439,0.429,-1.987,0.115,78.57% (11/14),77.47%,307.10 yds,296.6,61.11% (11/18),64.11%,,,3,136,12,-,3,-,2,Round 2,872,Quail Hollow Club,3,71,70,-1,-0.592,0.189,1.741,-0.492,0.582,0.429,-0.819,0.115,57.14% (8/14),77.47%,309.90 yds,296.6,66.67% (12/18),64.11%,,,3,136,13,-,2,-,3,Round 3,872,Quail Hollow Club,14,71,71,E,0.706,0.189,-0.998,-0.492,2.242,0.429,-0.111,0.115,78.57% (11/14),77.47%,307.90 yds,296.6,44.44% (8/18),64.11%,,,4,136,10,-,4,-,4,Round 4,872,Quail Hollow Club,10,71,70,-1,-1.553,0.189,-0.371,-0.492,1.111,0.429,2.990,0.115,64.29% (9/14),77.47%,295.70 yds,296.6,44.44% (8/18),64.11%,,,4,136,11,-,3,-
47504,Sam,Burns,False,Sam Burns,USA,S. Burns,T13,-2,F,+2,872,3,4,71,68,70,73,COMPLETE,282,34,R4 Completed,-1,All,2.718,0.302,0.727,0.250,-0.649,-0.172,2.130,0.227,66.07% (37/56),64.63%,316.70 yds,303.7,59.72% (43/72),66.67%,1,8,14,186,43,-,14,-,1,Round 1,872,Quail Hollow Club,8,71,71,E,-0.547,0.302,0.729,0.250,-0.816,-0.172,0.635,0.227,64.29% (9/14),64.63%,311.10 yds,303.7,61.11% (11/18),66.67%,,,2,186,14,-,2,-,2,Round 2,872,Quail Hollow Club,13,71,68,-3,0.955,0.302,1.035,0.250,-0.207,-0.172,1.129,0.227,57.14% (8/14),64.63%,311.60 yds,303.7,66.67% (12/18),66.67%,1,8,4,186,10,-,3,-,3,Round 3,872,Quail Hollow Club,7,71,70,-1,1.485,0.302,1.043,0.250,-0.161,-0.172,0.472,0.227,71.43% (10/14),64.63%,322.50 yds,303.7,61.11% (11/18),66.67%,,,4,186,11,-,3,-,4,Round 4,872,Quail Hollow Club,3,71,73,+2,0.826,0.302,-2.080,0.250,0.536,-0.172,-0.105,0.227,71.43% (10/14),64.63%,321.60 yds,303.7,50.00% (9/18),66.67%,,,4,186,8,-,6,-
25900,Lucas,Glover,False,Lucas Glover,USA,L. Glover,T16,-1,F,-2,872,16,4,71,70,73,69,COMPLETE,283,60,R4 Completed,-1,All,0.862,0.049,2.174,0.637,3.740,0.419,-2.850,-0.530,75.00% (42/56),74.92%,295.70 yds,287.2,61.11% (44/72),66.90%,1,2,14,185,42,-,15,-,1,Round 1,872,Quail Hollow Club,20,71,71,E,0.378,0.049,-0.168,0.637,1.330,0.419,-1.539,-0.530,71.43% (10/14),74.92%,294.80 yds,287.2,61.11% (11/18),66.90%,,,5,185,8,-,5,-,2,Round 2,872,Quail Hollow Club,2,71,70,-1,-0.472,0.049,0.957,0.637,1.233,0.419,-0.806,-0.530,78.57% (11/14),74.92%,289.60 yds,287.2,66.67% (12/18),66.90%,,,4,185,11,-,3,-,3,Round 3,872,Quail Hollow Club,13,71,73,+2,0.780,0.049,1.884,0.637,-1.297,0.419,-1.528,-0.530,64.29% (9/14),74.92%,296.20 yds,287.2,72.22% (13/18),66.90%,1,2,1,185,11,-,5,-,4,Round 4,872,Quail Hollow Club,16,71,69,-2,0.177,0.049,-0.499,0.637,2.475,0.419,1.024,-0.530,85.71% (12/14),74.92%,302.40 yds,287.2,44.44% (8/18),66.90%,,,4,185,12,-,2,-
37455,Si Woo,Kim,False,Si Woo Kim,KOR,S.W. Kim,T16,-1,F,-1,872,13,4,70,73,70,70,COMPLETE,283,23,R4 Completed,-1,All,2.209,0.462,5.481,0.629,1.387,0.303,-5.151,-0.473,73.21% (41/56),75.87%,304.70 yds,291.8,61.11% (44/72),67.80%,,,12,221,49,-,11,-,1,Round 1,872,Quail Hollow Club,5,71,70,-1,0.580,0.462,1.356,0.629,0.015,0.303,-0.950,-0.473,71.43% (10/14),75.87%,306.30 yds,291.8,50.00% (9/18),67.80%,,,3,221,13,-,2,-,2,Round 2,872,Quail Hollow Club,22,71,73,+2,0.013,0.462,0.159,0.629,-0.165,0.303,-2.095,-0.473,64.29% (9/14),75.87%,305.60 yds,291.8,55.56% (10/18),67.80%,,,2,221,12,-,4,-,3,Round 3,872,Quail Hollow Club,22,71,70,-1,0.793,0.462,1.500,0.629,1.655,0.303,-1.109,-0.473,85.71% (12/14),75.87%,305.70 yds,291.8,72.22% (13/18),67.80%,,,4,221,11,-,3,-,4,Round 4,872,Quail Hollow Club,13,71,70,-1,0.824,0.462,2.466,0.629,-0.117,0.303,-0.996,-0.473,71.43% (10/14),75.87%,301.30 yds,291.8,66.67% (12/18),67.80%,,,3,221,13,-,2,-
28252,Seamus,Power,False,Seamus Power,IRL,S. Power,T16,-1,F,-1,872,13,4,72,71,70,70,COMPLETE,283,62,R4 Completed,-1,All,1.483,-0.148,6.873,0.212,-0.672,0.072,-3.758,-0.375,73.21% (41/56),62.38%,304.50 yds,294.9,68.06% (49/72),66.05%,,,16,159,43,-,11,-,1,Round 1,872,Quail Hollow Club,5,71,72,+1,-0.189,-0.148,-0.046,0.212,-1.112,0.072,0.348,-0.375,64.29% (9/14),62.38%,300.10 yds,294.9,55.56% (10/18),66.05%,,,5,159,9,-,2,-,2,Round 2,872,Quail Hollow Club,22,71,71,E,0.948,-0.148,1.772,0.212,0.453,0.072,-3.261,-0.375,85.71% (12/14),62.38%,309.60 yds,294.9,77.78% (14/18),66.05%,,,3,159,12,-,3,-,3,Round 3,872,Quail Hollow Club,22,71,70,-1,0.283,-0.148,3.302,0.212,1.233,0.072,-1.979,-0.375,71.43% (10/14),62.38%,303.80 yds,294.9,61.11% (11/18),66.05%,,,3,159,13,-,2,-,4,Round 4,872,Quail Hollow Club,13,71,70,-1,0.442,-0.148,1.845,0.212,-1.245,0.072,1.135,-0.375,71.43% (10/14),62.38%,304.50 yds,294.9,77.78% (14/18),66.05%,,,5,159,9,-,4,-
45522,Christiaan,Bezuidenhout,False,Christiaan Bezuidenhout,RSA,C. Bezuidenhout,T16,-1,F,+1,872,8,4,70,69,72,72,COMPLETE,283,28,R4 Completed,-1,All,-2.323,-0.185,2.863,0.412,1.358,0.033,2.028,0.597,60.71% (34/56),58.25%,300.70 yds,286.9,50.00% (36/72),62.06%,,,16,185,41,-,15,-,1,Round 1,872,Quail Hollow Club,23,71,70,-1,-0.411,-0.185,1.209,0.412,-0.028,0.033,0.231,0.597,64.29% (9/14),58.25%,300.90 yds,286.9,61.11% (11/18),62.06%,,,4,185,11,-,3,-,2,Round 2,872,Quail Hollow Club,5,71,69,-2,-0.623,-0.185,3.725,0.412,-0.321,0.033,-0.869,0.597,64.29% (9/14),58.25%,294.40 yds,286.9,66.67% (12/18),62.06%,,,6,185,8,-,4,-,3,Round 3,872,Quail Hollow Club,8,71,72,+1,-0.787,-0.185,-0.829,0.412,1.970,0.033,0.485,0.597,57.14% (8/14),58.25%,301.10 yds,286.9,44.44% (8/18),62.06%,,,4,185,9,-,5,-,4,Round 4,872,Quail Hollow Club,8,71,72,+1,-0.501,-0.185,-1.242,0.412,-0.262,0.033,2.182,0.597,57.14% (8/14),58.25%,306.30 yds,286.9,27.78% (5/18),62.06%,,,2,185,13,-,3,-
50525,Collin,Morikawa,False,Collin Morikawa,USA,C. Morikawa,T16,-1,F,+3,872,5,4,67,70,72,74,COMPLETE,283,11,R4 Completed,-1,All,2.076,0.439,-0.647,0.058,-0.561,0.386,3.058,-0.168,80.36% (45/56),78.74%,299.80 yds,291.5,61.11% (44/72),64.81%,,,14,171,46,-,11,-,1,Round 1,872,Quail Hollow Club,16,71,67,-4,0.663,0.439,1.981,0.058,0.201,0.386,1.156,-0.168,85.71% (12/14),78.74%,298.10 yds,291.5,72.22% (13/18),64.81%,,,5,171,12,-,1,-,2,Round 2,872,Quail Hollow Club,9,71,70,-1,0.754,0.439,-0.802,0.058,0.971,0.386,-0.011,-0.168,85.71% (12/14),78.74%,290.90 yds,291.5,66.67% (12/18),64.81%,,,3,171,13,-,2,-,3,Round 3,872,Quail Hollow Club,3,71,72,+1,0.129,0.439,-0.252,0.058,0.020,0.386,0.942,-0.168,78.57% (11/14),78.74%,306.30 yds,291.5,55.56% (10/18),64.81%,,,2,171,13,-,3,-,4,Round 4,872,Quail Hollow Club,5,71,74,+3,0.531,0.439,-1.574,0.058,-1.752,0.386,0.972,-0.168,71.43% (10/14),78.74%,304.20 yds,291.5,50.00% (9/18),64.81%,,,4,171,8,-,5,-
33448,Justin,Thomas,False,Justin Thomas,USA,J. Thomas,T21,E,F,+1,872,11,4,68,71,73,72,COMPLETE,284,24,R4 Completed,-1,All,1.613,0.256,0.640,0.697,1.106,0.445,-0.433,-0.447,62.50% (35/56),60.23%,319.90 yds,308.1,62.50% (45/72),65.99%,,,11,164,51,-,9,-,1,Round 1,872,Quail Hollow Club,13,71,68,-3,0.496,0.256,1.388,0.697,0.788,0.445,0.329,-0.447,64.29% (9/14),60.23%,314.80 yds,308.1,72.22% (13/18),65.99%,,,4,164,13,-,1,-,2,Round 2,872,Quail Hollow Club,6,71,71,E,0.394,0.256,-1.827,0.697,0.265,0.445,1.080,-0.447,57.14% (8/14),60.23%,319.60 yds,308.1,55.56% (10/18),65.99%,,,2,164,14,-,2,-,3,Round 3,872,Quail Hollow Club,9,71,73,+2,-1.038,0.256,1.539,0.697,1.137,0.445,-1.799,-0.447,50.00% (7/14),60.23%,316.70 yds,308.1,55.56% (10/18),65.99%,,,4,164,9,-,4,-,4,Round 4,872,Quail Hollow Club,11,71,72,+1,1.762,0.256,-0.460,0.697,-1.083,0.445,-0.042,-0.447,78.57% (11/14),60.23%,328.70 yds,308.1,66.67% (12/18),65.99%,,,1,164,15,-,2,-
33141,Keegan,Bradley,False,Keegan Bradley,USA,K. Bradley,T21,E,F,+1,872,10,4,70,70,72,72,COMPLETE,284,50,R4 Completed,-1,All,-4.299,0.112,4.753,0.517,2.655,0.078,-0.183,-0.500,62.50% (35/56),66.73%,305.40 yds,300.6,61.11% (44/72),69.24%,1,5,16,170,40,-,12,-,1,Round 1,872,Quail Hollow Club,17,71,70,-1,-0.589,0.112,0.857,0.517,1.334,0.078,-0.601,-0.500,57.14% (8/14),66.73%,295.40 yds,300.6,61.11% (11/18),69.24%,,,4,170,11,-,3,-,2,Round 2,872,Quail Hollow Club,10,71,70,-1,-3.314,0.112,2.587,0.517,-0.093,0.078,1.732,-0.500,50.00% (7/14),66.73%,311.30 yds,300.6,66.67% (12/18),69.24%,1,5,4,170,10,-,1,-,3,Round 3,872,Quail Hollow Club,12,71,72,+1,-0.218,0.112,1.672,0.517,0.498,0.078,-1.113,-0.500,64.29% (9/14),66.73%,309.30 yds,300.6,66.67% (12/18),69.24%,,,3,170,12,-,2,-,4,Round 4,872,Quail Hollow Club,10,71,72,+1,-0.177,0.112,-0.363,0.517,0.917,0.078,-0.200,-0.500,78.57% (11/14),66.73%,305.80 yds,300.6,50.00% (9/18),69.24%,,,5,170,7,-,6,-
36799,Stephan,Jaeger,False,Stephan Jaeger,GER,S. Jaeger,T21,E,F,+4,872,5,4,73,65,71,75,COMPLETE,284,14,R4 Completed,-1,All,1.525,0.398,-2.304,-0.026,-0.032,0.242,3.737,0.075,62.50% (35/56),61.28%,327.10 yds,309.8,54.17% (39/72),65.93%,,,17,214,40,-,13,-,1,Round 1,872,Quail Hollow Club,23,71,73,+2,0.913,0.398,-1.981,-0.026,-0.418,0.242,-0.513,0.075,71.43% (10/14),61.28%,325.30 yds,309.8,72.22% (13/18),65.93%,,,3,214,11,-,3,-,2,Round 2,872,Quail Hollow Club,5,71,65,-6,1.208,0.398,1.175,-0.026,1.508,0.242,2.021,0.075,64.29% (9/14),61.28%,336.20 yds,309.8,77.78% (14/18),65.93%,,,6,214,12,-,,,3,Round 3,872,Quail Hollow Club,4,71,71,E,-0.415,0.398,0.097,-0.026,-0.920,0.242,3.077,0.075,57.14% (8/14),61.28%,326.40 yds,309.8,44.44% (8/18),65.93%,,,5,214,9,-,3,-,4,Round 4,872,Quail Hollow Club,5,71,75,+4,-0.180,0.398,-1.595,-0.026,-0.201,0.242,-0.847,0.075,57.14% (8/14),61.28%,320.80 yds,309.8,22.22% (4/18),65.93%,,,3,214,8,-,7,-
46717,Viktor,Hovland,False,Viktor Hovland,NOR,V. Hovland,T24,+1,F,-2,872,22,4,72,72,72,69,COMPLETE,285,89,R4 Completed,-1,All,1.791,0.591,3.076,0.310,-1.683,-0.570,-1.258,0.201,50.00% (28/56),63.35%,301.30 yds,300.6,61.11% (44/72),67.43%,,,15,123,43,-,12,-,1,Round 1,872,Quail Hollow Club,9,71,72,+1,-0.760,0.591,0.687,0.310,-1.474,-0.570,0.548,0.201,42.86% (6/14),63.35%,302.10 yds,300.6,55.56% (10/18),67.43%,,,5,123,8,-,4,-,2,Round 2,872,Quail Hollow Club,14,71,72,+1,1.210,0.591,-0.087,0.310,-1.582,-0.570,-0.629,0.201,42.86% (6/14),63.35%,290.80 yds,300.6,55.56% (10/18),67.43%,,,3,123,11,-,4,-,3,Round 3,872,Quail Hollow Club,23,71,72,+1,0.395,0.591,-1.496,0.310,1.118,-0.570,0.822,0.201,64.29% (9/14),63.35%,299.30 yds,300.6,44.44% (8/18),67.43%,,,5,123,8,-,4,-,4,Round 4,872,Quail Hollow Club,22,71,69,-2,0.947,0.591,3.972,0.310,0.256,-0.570,-1.998,0.201,50.00% (7/14),63.35%,313.20 yds,300.6,88.89% (16/18),67.43%,,,2,123,16,-,,
29221,Webb,Simpson,False,Webb Simpson,USA,W. Simpson,T24,+1,F,E,872,15,4,70,73,71,71,COMPLETE,285,129,R4 Completed,-1,All,1.267,0.281,-1.129,-0.337,3.535,0.469,-1.747,-0.410,64.29% (36/56),62.69%,307.00 yds,296.9,56.94% (41/72),61.11%,1,5,11,101,47,-,12,-,1,Round 1,872,Quail Hollow Club,18,71,70,-1,0.070,0.281,-1.654,-0.337,1.891,0.469,0.694,-0.410,64.29% (9/14),62.69%,316.90 yds,296.9,66.67% (12/18),61.11%,1,5,2,101,13,-,1,-,2,Round 2,872,Quail Hollow Club,11,71,73,+2,-0.015,0.281,0.264,-0.337,-0.520,0.469,-1.817,-0.410,57.14% (8/14),62.69%,296.90 yds,296.9,72.22% (13/18),61.11%,,,2,101,12,-,4,-,3,Round 3,872,Quail Hollow Club,21,71,71,E,0.521,0.281,0.677,-0.337,1.288,0.469,-0.647,-0.410,64.29% (9/14),62.69%,311.40 yds,296.9,50.00% (9/18),61.11%,,,4,101,10,-,4,-,4,Round 4,872,Quail Hollow Club,15,71,71,E,0.692,0.281,-0.416,-0.337,0.877,0.469,0.024,-0.410,71.43% (10/14),62.69%,302.90 yds,296.9,38.89% (7/18),61.11%,,,3,101,12,-,3,-
59866,Nick,Dunlap,False,Nick Dunlap,USA,N. Dunlap,T24,+1,F,+1,872,14,4,69,72,72,72,COMPLETE,285,118,R4 Completed,-1,All,-1.904,-0.418,1.836,-0.287,1.592,-0.044,0.402,0.083,42.86% (24/56),55.68%,315.50 yds,303.4,55.56% (40/72),59.37%,,,19,164,36,-,14,-,1,Round 1,872,Quail Hollow Club,12,71,69,-2,1.136,-0.418,-0.275,-0.287,-0.002,-0.044,1.142,0.083,57.14% (8/14),55.68%,323.00 yds,303.4,66.67% (12/18),59.37%,,,4,164,12,-,2,-,2,Round 2,872,Quail Hollow Club,17,71,72,+1,-1.304,-0.418,0.385,-0.287,-0.670,-0.044,0.501,0.083,28.57% (4/14),55.68%,298.90 yds,303.4,61.11% (11/18),59.37%,,,4,164,9,-,5,-,3,Round 3,872,Quail Hollow Club,15,71,72,+1,-2.328,-0.418,-0.218,-0.287,2.681,-0.044,0.704,0.083,28.57% (4/14),55.68%,321.10 yds,303.4,27.78% (5/18),59.37%,,,7,164,6,-,2,-,4,Round 4,872,Quail Hollow Club,14,71,72,+1,0.593,-0.418,1.944,-0.287,-0.416,-0.044,-1.944,0.083,57.14% (8/14),55.68%,319.00 yds,303.4,66.67% (12/18),59.37%,,,4,164,9,-,5,-
27349,Alex,Noren,False,Alex Noren,SWE,A. Noren,T24,+1,F,+2,872,9,4,67,75,70,73,COMPLETE,285,45,R4 Completed,-1,All,0.471,0.295,0.848,0.452,4.533,0.504,-3.926,0.131,62.50% (35/56),66.72%,306.60 yds,294.3,56.94% (41/72),71.32%,,,14,182,44,-,13,-,1,Round 1,872,Quail Hollow Club,7,71,67,-4,0.935,0.295,2.252,0.452,0.835,0.504,-0.021,0.131,71.43% (10/14),66.72%,314.00 yds,294.3,77.78% (14/18),71.32%,,,7,182,8,-,3,-,2,Round 2,872,Quail Hollow Club,12,71,75,+4,-0.057,0.295,-2.036,0.452,0.299,0.504,-2.294,0.131,64.29% (9/14),66.72%,297.70 yds,294.3,44.44% (8/18),71.32%,,,1,182,12,-,5,-,3,Round 3,872,Quail Hollow Club,18,71,70,-1,0.594,0.295,0.894,0.452,3.388,0.504,-2.037,0.131,78.57% (11/14),66.72%,308.80 yds,294.3,61.11% (11/18),71.32%,,,4,182,11,-,3,-,4,Round 4,872,Quail Hollow Club,9,71,73,+2,0.000,0.295,-0.262,0.452,0.012,0.504,0.427,0.131,35.71% (5/14),66.72%,306.20 yds,294.3,44.44% (8/18),71.32%,,,2,182,13,-,2,-
